0,20000,0,4.979751012449377,20000,995.9502024898754,0,0,0,4.979751012449377,995.9502024898754,0,0,0,Zone 0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zone 1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,Collection Zone
0,15000,0,5.119658689420705,15000,767.9488034131058,0,0,0,5.119658689420705,767.9488034131058,0,0,0,Zone 0
0,5000,0,4.359128174365127,5000,217.95640871825634,0,0,0,4.359128174365127,217.95640871825634,0,0,0,Zone 1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,Collection Zone
0,15000,0,5.099660022665155,15000,764.9490033997733,0,0,0,5.099660022665155,764.9490033997733,0,0,0,Zone 0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zone 1
9.658068386322736,5001,483,13.857228554289142,5001,693,0,1,0,4.359128174365127,218,0,1,0,Collection Zone
0,10000,0,4.92950704929507,10000,492.950704929507,0,0,0,4.92950704929507,492.950704929507,0,0,0,Zone 0
0,5000,0,5.318936212757448,5000,265.94681063787243,0,0,0,5.318936212757448,265.94681063787243,0,0,0,Zone 1
9.658068386322736,5001,483,13.857228554289142,5001,693,0,1,0,4.359128174365127,218,0,1,0,Collection Zone
0,10000,0,4.889511048895111,10000,488.9511048895111,0,0,0,4.889511048895111,488.9511048895111,0,0,0,Zone 0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zone 1
16.42835716428357,10001,1643,21.03789621037896,10001,2104,0,1,0,4.8395160483951605,484,0,1,0,Collection Zone
0,5000,0,4.759048190361927,5000,237.95240951809637,0,0,0,4.759048190361927,237.95240951809637,0,0,0,Zone 0
0,5000,0,5.018996200759848,5000,250.94981003799242,0,0,0,5.018996200759848,250.94981003799242,0,0,0,Zone 1
16.42835716428357,10001,1643,21.03789621037896,10001,2104,0,1,0,4.8395160483951605,484,0,1,0,Collection Zone
0,5000,0,4.739052189562088,5000,236.95260947810436,0,0,0,4.739052189562088,236.95260947810436,0,0,0,Zone 0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zone 1
19.56536230917939,15001,2935,24.258382774481703,15001,3639,0,1,0,4.899673355109659,735,0,1,0,Collection Zone
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zone 0
0,5000,0,4.719056188762248,5000,235.95280943811238,0,0,0,4.719056188762248,235.95280943811238,0,0,0,Zone 1
19.56536230917939,15001,2935,24.258382774481703,15001,3639,0,1,0,4.899673355109659,735,0,1,0,Collection Zone
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zone 0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zone 1
20.348982550872456,20001,4070,25.018749062546874,20001,5004,0,1,0,4.854757262136893,971,0,1,0,Collection Zone
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zone 0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zone 1
20.348982550872456,20001,4070,25.018749062546874,20001,5004,0,1,0,4.854757262136893,971,0,1,0,Collection Zone
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zone 0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zone 1
20.348982550872456,20001,4070,25.018749062546874,20001,5004,0,1,0,4.854757262136893,971,0,1,0,Collection Zone
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zone 0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zone 1
20.348982550872456,20001,4070,25.018749062546874,20001,5004,0,1,0,4.854757262136893,971,0,1,0,Collection Zone
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zone 0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zone 1
20.348982550872456,20001,4070,25.018749062546874,20001,5004,0,1,0,4.854757262136893,971,0,1,0,Collection Zone
